$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$26331830$中美舞林冠军对抗赛2015$elfish$2015-12-2719:07:57$6$国内的舞蹈界苦也是苦的，但到后面总要论资排辈讲个派系也是烦。
1$26331830$中美舞林冠军对抗赛2015$不是我$2017-12-1621:54:39$2$这个竟然有条目……在《芳华》里看到了朱晗的表演，却没在豆瓣的演员表里找到
2$26331830$中美舞林冠军对抗赛2015$慕可$2018-09-1802:17:53$1$张傲月、朱晗男神！
3$26331830$中美舞林冠军对抗赛2015$pinkmark$2015-06-2614:42:50$1$感觉老外都是过来走个场的。。。没有SYTYCD那种紧张感和激烈感，中国选手倒是很用心很卖力！完全不同类型的舞蹈风格其实也没有可比性，就当欣赏好了！
4$26331830$中美舞林冠军对抗赛2015$MonicaNoColor$2016-03-1423:40:48$3$居然人民大会堂还有这种功能爱死朱晗的红蜻蜓最爱朱晗和张傲月but黑人评委偏向太明显其他都不错第一次觉得《小苹果》不low而且那时候还不认识安龙还以为是个美国人
5$26331830$中美舞林冠军对抗赛2015$..$2017-06-1717:58:52$6$挺喜欢唐诗逸
6$26331830$中美舞林冠军对抗赛2015$油焖茄子$2020-10-2209:20:55$1$张傲月，唐诗逸，朱晗，张娅姝，这四个人我真的是太爱了，现代舞/古典舞的顶尖人物了😭😭😭美国队那边百老汇的BillyBell是唯一一个惊艳到我的。日常想缝上方俊那张喋喋不休在别人跳舞时无法安静的嘴....
7$26331830$中美舞林冠军对抗赛2015$里中静流$2015-03-2206:52:10$1$张傲月，朱晗，唐诗逸，威利斯都好棒啊。
8$26331830$中美舞林冠军对抗赛2015$saturday$2015-03-0822:29:07$0$唐
9$26331830$中美舞林冠军对抗赛2015$阿樂$2019-09-2914:52:30$0$罗素最后一支牛逼了张傲月刘福洋哎太喜欢了
10$26331830$中美舞林冠军对抗赛2015$Yumeji$2018-11-2613:34:32$0$张傲月和唐诗逸
11$26331830$中美舞林冠军对抗赛2015$dolphinfu$2016-03-2109:37:20$0$蛮有创意的节目
12$26331830$中美舞林冠军对抗赛2015$豆友212332955$2022-06-2723:20:15$0$唐诗逸笑起来好憨好可爱哦，方俊吵死了，大家的舞都不太一样没啥可比性啊，海清是做了三天的快乐观众吗
13$26331830$中美舞林冠军对抗赛2015$Yakamoz$2018-09-1322:11:03$1$一场综艺里面能超高密度的看到各路首席，这种性价比还有什么可挑剔的！！八卦一点还可以看作团长的前女友见面会，专业性+娱乐性，全了～
14$26331830$中美舞林冠军对抗赛2015$zvjbxbm$2022-07-2715:35:06$0$【未看全】舞蹈作为文化的一部分，作为肢体表达的艺术，不同舞种原生的精神，倒是能看得出很多东西。街头、时尚、反叛、古典、热情……有的人将舞蹈跳成了日常，轻快活力;有的人舞则庄重深沉，言必有物。像是两种生活态度。在人民大会堂的中美之争，这种交流与对抗，已是今日无法想象的盛况。
15$26331830$中美舞林冠军对抗赛2015$地球教逆袭$2017-06-1801:21:11$1$再次回味、原来当年和杨文昊对决的是jawnha
16$26331830$中美舞林冠军对抗赛2015$君宁$2018-11-2807:36:37$0$其中一个主持人说，这真的是好的时代，因为我们可以和世界交流。一转眼三年过去了
17$26331830$中美舞林冠军对抗赛2015$一块儿凤梨罐头$2023-02-2500:35:42$0$唐诗逸YYDS！
18$26331830$中美舞林冠军对抗赛2015$豆友47605458$2017-03-1823:55:16$0$跳得好好！喜欢朱晗张傲月唐诗逸
19$26331830$中美舞林冠军对抗赛2015$唾弃传统$2015-03-2118:56:01$1$唐诗逸啊唐诗逸~
20$26331830$中美舞林冠军对抗赛2015$最后的无$2015-06-1322:52:40$0$太赞了！好几段看得鸡皮疙瘩都起来了，还收了好几首超赞的背景乐~
21$26331830$中美舞林冠军对抗赛2015$-魈叁叁-$2015-02-2800:16:27$1$唐诗逸!唐诗逸!
22$26331830$中美舞林冠军对抗赛2015$不见岳$2022-10-3118:26:43$0$主角竟是解说
23$26331830$中美舞林冠军对抗赛2015$船头捞月亮$2019-03-2016:38:07$0$ballball解说闭嘴
24$26331830$中美舞林冠军对抗赛2015$龙影$2015-03-1708:22:54$0$人生除了苟且，还有舞蹈~
25$26331830$中美舞林冠军对抗赛2015$Meetchen$2018-08-1515:10:01$0$去年在拉斯维加斯今年居然到了人民大会堂！齐聚北京上海浙江歌舞剧院首席和团长，中国好舞蹈舞林争霸冠军，国标舞高级院士，全美街舞大赛美国达人秀冠军和百老汇教授……（：原来昊昊和JawnHa这么早就同台了/朱晗和张娅姝的卷珠帘超好看/张傲月编舞太有想法了叭/唐诗逸真的我女神实至名归
26$26331830$中美舞林冠军对抗赛2015$栏杆拍遍$2020-03-3005:32:02$0$舞蹈很好，但是当做比赛就不舒服了，解说和评委让人尴尬，评委中丹妮斯最自然，解说是好像不太懂的样子，也没啥词汇量。喜欢所有的舞种，喜欢男女双人舞，跳舞真的是恋爱的一种表现吧！男男组合的话，最喜欢罗素和威力斯，那种蒙古摔跤元素特别好，发现男人跳蒙古舞都很帅。
27$26331830$中美舞林冠军对抗赛2015$喉加糖$2019-05-2613:08:13$2$唐诗逸首席！
28$26331830$中美舞林冠军对抗赛2015$田心之瞌睡虫$2018-03-1314:13:47$0$中美差异明显，可能由于民族情怀的原因更喜欢中国风，感觉美国的舞蹈重编排和动作展示，中国的更注重情感和意境表达。不过一流的舞者，看他们的舞蹈就是享受。不太喜欢导师，觉得偏向性明显。为所有的舞者喝彩。
29$26331830$中美舞林冠军对抗赛2015$三四$2015-04-0416:45:55$1$张傲月。
30$26331830$中美舞林冠军对抗赛2015$红顶黄色的家$2019-08-1720:46:13$0$还有么……我能不能出钱买现场票
31$26331830$中美舞林冠军对抗赛2015$法半夏$2019-08-2921:10:06$0$张傲月简直心上月！！！！威力斯真帅
32$26331830$中美舞林冠军对抗赛2015$LL$2019-04-2116:59:07$0$唐诗逸朱洁静！！！
33$26331830$中美舞林冠军对抗赛2015$AlexGrissom$2017-04-2601:18:39$0$大爱唐诗逸
34$26331830$中美舞林冠军对抗赛2015$yanagi是只$2016-07-1700:41:23$0$中版制作，跟美版摄影差太多
35$26331830$中美舞林冠军对抗赛2015$Piolf$2022-02-0701:51:18$0$初二的春节。当年节目最后明明说了“明年再见”，😭一直在等啊。
36$26331830$中美舞林冠军对抗赛2015$inner$2019-06-1409:36:12$0$这一期质量更高，双人舞编排故事性更强，不同舞种的融合也更加大胆，除了托举舞炫技太严重，不太有舞蹈的美感，其他舞者都是极优秀的。超级舞者评比前的舞蹈让人觉得这不是一场比赛，更像是一种文化的碰撞与交流，激动的流泪！是一个值得看很多次的综艺，每次看都会对舞蹈有不同的感受，更深层次的领悟。
37$26331830$中美舞林冠军对抗赛2015$zrrzrf$2019-06-0801:18:37$0$拐回来看以前的综艺，我也是拼啦，没办法都怪采薇歌曲和采薇舞入坑到孔子舞剧的玉人舞等等，再一路追着唐首席过来的，容易吗我
38$26331830$中美舞林冠军对抗赛2015$赤膊姑娘$2018-12-1422:14:26$0$美方阵容太强了吧，基本是《舞林争霸》历届明星选手，连菲利普都来了……街舞上完全没得拼，只能看看中国两位首席的美丽舞蹈了。另，评委屁话全部快进
39$26331830$中美舞林冠军对抗赛2015$春天的海棠花$2020-01-3011:53:39$3$被唐诗逸美到心肝儿颤。
40$26331830$中美舞林冠军对抗赛2015$南泉$2015-03-2817:12:19$0$只看过几期，羡慕可以肆意奔跑跳跃的舞者
41$26331830$中美舞林冠军对抗赛2015$战国$2015-03-0322:27:56$0$我们的名族舞蹈注重情感的表达，美国的街舞注重力量与激情的释放，韩国流行音乐的舞蹈注重帅酷与性感，日本流行音乐的舞蹈注重速度与自身情感的表达（很多舞蹈看起来感觉非常奇怪）
42$26331830$中美舞林冠军对抗赛2015$云默$2021-06-2717:38:29$0$天作之合
43$26331830$中美舞林冠军对抗赛2015$陈胤捷$2018-03-1820:25:26$0$三段最喜欢的舞。杨文昊/古丽米娜街舞和民族舞的碰撞，可爱到爆炸朱晗/张娅姝《卷珠帘》张傲月/唐诗逸《一步之遥》
44$26331830$中美舞林冠军对抗赛2015$定慧$2018-03-0712:47:56$1$最近经常刷，唐诗逸的舞蹈真的棒，而且人长的也好美，性格也很淡定沉稳，虽然觉得她和张傲月很搭，但是莫名觉得她和比利贝尔也很萌…
45$26331830$中美舞林冠军对抗赛2015$🐟er$2018-11-2114:19:27$0$文化差异，美国舞蹈展现力量，中国舞蹈展现柔美。
46$26331830$中美舞林冠军对抗赛2015$二京芽$2020-07-1513:03:08$0$神仙打架不需要评委……评审过于有礼有节的政治性了……
47$26331830$中美舞林冠军对抗赛2015$晴天小猫$2018-03-2417:51:48$0$有点尬但跳的真好(✪▽✪)
48$26331830$中美舞林冠军对抗赛2015$啦啦啦$2022-06-1501:05:16$0$唐诗逸、张傲月，永远滴神！最后拿到了冠军，中国舞者太🐮啦～
49$26331830$中美舞林冠军对抗赛2015$汤圆$2018-07-0619:51:19$0$喜欢
