$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$25745752$左耳$志大无胸$2015-04-1710:47:22$3031$校服、高中、劈腿、堕胎、成长、残酷青春，真是够够的了。前有那些年，致青春、同桌的你、匆匆那年、小时代，想想后面还有栀子花开虎视眈眈...廉价青春太多，观众都不够用了，你们还是等00后长大点再让他们致青春吧，我们忙不过来了。
1$25745752$左耳$白堕春醪$2015-04-2408:37:54$2022$首先没有堕胎好评；影片的质感是大亮点，镜头语言和配乐渲染氛围非常到位，电影有了气质和灵魂；新人演员台词是弱点，贵在纯粹本色的少年气与正青春的故事很相契。双面许弋很带感，杨洋演技飞跃，与角色气质无缝接合，后期的黑化太特么性感了！在我心中影片的质量过关，上映才几个小时狂刷的一星太扯了
2$25745752$左耳$豆瓣路人己$2015-04-2323:00:28$1561$全程手机没电，太痛苦了。苏有朋一定是小视频看多了，成片剪得那么碎。
3$25745752$左耳$钛合金老人$2015-04-1514:58:56$591$昨晚《左耳》试映会后突然想看看原著，黎吧啦这个人太有“腔调”，集合了雌性的种种风情，她跳下水那段魅惑极了，简直像个仙女或是海妖什么的，是个男人都会想跟着跳下去吧。只可惜痴情破了她的神力，让她变成了脆弱的女人。故事完整好看，有新意有深意。同学们的江湖气息似曾相识。
4$25745752$左耳$哪吒男$2015-04-2416:57:04$2286$欧豪一直脱衣服，搞得我以为杨洋也会脱，等啊等啊，欧豪都脱了三四次了，杨洋还是没脱。差评！蓝过！
5$25745752$左耳$NANA$2015-04-2409:20:44$846$老妈说这是她15年看的最烂的电影，比烦烦的有一个地方我们并不知道还烂。。。
6$25745752$左耳$水水淼淼$2015-04-2401:42:47$1041$剧透。女二还没来得及打胎就被车撞死了。
7$25745752$左耳$喵咪砸到cindy$2015-04-2323:00:34$890$意外去看了首映礼。没看过小说，之前看剧情简介狗血得一塌糊涂，虽然实际上也挺狗血的但好像不是简介里那么回事儿嘛→_→~比预期好很多，很有诚意的片子。
8$25745752$左耳$虎折$2015-04-2416:59:30$120$3.5星，不论各个方面都娴熟、收敛、流畅。演员的表现都刚刚好，遗憾的是剧本缺了几场好戏。乐视是请了多少人来黑这部片子，以保证自己的某部同期烂片呢呵呵
9$25745752$左耳$王大根$2015-04-2521:45:24$473$电影开场，打出一行字：“致【我们】波涛汹涌的青春和爱情。”抱歉，我的青春挺平静无波的，所以看不懂【你们】在说什么。#杨洋好看到死但戏份少到完全不值回票价大家下载撸一撸就可以了#
10$25745752$左耳$黄青蕉$2016-01-0119:12:54$317$为什么电影里读高三的都能混酒吧，我高三只能混网吧还要掐着表生怕超时了不够钱ˊ_&gt;ˋ
11$25745752$左耳$桃桃林林$2015-04-2413:48:29$2381$原来，狂洒狗血就是青春的痛。不晓得原作什么样，电影却基本是个笑话。如果影片不能保持正常人的逻辑，请角色保持正常人的智商。角色的大部分行为，都像幼儿园小朋友过家家，患上终生难愈的幼稚病。叙事混乱，人物随意配对。很难理解这些东西是怎么被硬捏成一部电影的。女主妹子还行，可惜没什么发挥
12$25745752$左耳$这个夏天不太冷$2015-04-2400:12:03$92$狗血一波一波的撒，好刺激哦！
13$25745752$左耳$长安柳如是$2015-04-2402:20:28$1369$我只能说，作为一本三流小说的原著它本身就充满了槽点，再搭上半路出家的导演和非表演专业出身的演员，其成品和致青春相差了500个小时代。
14$25745752$左耳$懒懒懒$2018-02-1013:57:19$103$看小说的时候最爱黎吧啦，眼泪都是为她流的，果然电影里马思纯的黎吧啦没让人失望，她还是那个敢爱敢恨的女孩，本是无拘无束的吧啦遇上了这群人，有了束缚羁绊，这群人的青春太苦了，同样也很矫情，也不现实。现在才知道蒋姣是关晓彤演的，当时可是恨得牙痒痒啊😂
15$25745752$左耳$兔子跑吧$2015-04-2614:03:53$120$五阿哥的导演处女作比前几部青春片好，资源少但是完成度高。节奏很从容，画面也清新干净。没有狗血的堕胎，有节制的煽情，不过火的矫情。男主的台词功底让人听他每句话都出戏，新人女主开头生涩后面可圈可点，黎吧啦稍微过火但是让人印象深刻，杨洋最符合角色但是导演没给他展开空间。比格格的处女作好
16$25745752$左耳$周男神的迷妹YL$2017-12-2016:19:36$107$一星给导演，一星给马思纯，一星给青春，虽然我的青春很匮乏。另杨洋演的也还不错。
