$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$30221757$烈火英雄$亵渎电影$2019-07-2822:47:50$4267$看了点映，片方真勇敢，什么货色都以为自己是哪吒。导演的能力就在那里了，触到天花板也就这水平了，公益广告式的拍法特笨拙，为了生猛的节奏，导演狠起来连他自己都害怕，早就没精力兼顾整体的叙事节奏和各种细节了，强煽赚眼泪才是他唯一的目标。配乐老师全程戏精，无时无刻不再给电影跌份儿，灾难级现场，就像是随便贴了一条生硬的配乐音轨，连带着把混音老师和音效剪辑老师的劳动成果都给毁成噪音水准。值得一提的是，大反派烈火演的真不错，秒杀所有演员，知道自己什么时候该猛，什么时候该消停，黄教主演的是新时代的董存瑞黄继光邱少云。导演拍的挺努力的，仿佛时刻掐着你的脖子喊，我都煽成这样了，你不哭还是人吗？经验告诉我们，人一哭成傻逼就没有思考能力了，不信等着瞧。
1$30221757$烈火英雄$诸葛若见$2019-07-2715:20:13$1617$《烈火英雄》挺催泪的，有点沉重，但很感人，用真实的画面和质朴的镜头语言，讲出动人的故事。火灾现场太震撼了，烈火迅速蔓延，爆破不断，人在火龙面前好像显得特别无能为力，灾难性的事故看得人毛骨悚然。这次比较惊喜的是黄晓明，表演自然，能从角色身上感受到了一种真实的感动，那句“就想完成任务，活着出去见我老婆孩子”，应该是很多消防员的心声吧。他们不想做英雄，更想做一个能守护住自己心爱之人的普通人，只是消防员这份荣誉，让他们需要面对更危险更可怕的火海。这次的江立伟，让我们看到了不一样的黄晓明，不耍酷，不扮帅，甚至脸上有疤。但这样的人物才是有血有肉有力量。始终满脸血迹、油渍的江立伟面目模糊，而他的勇气与信念却格外的真实动人。
2$30221757$烈火英雄$比卡丘尼$2019-08-0107:49:18$598$记得之前看别人爆料说，黄晓明为了演好消防员这个角色，不仅和消防员深聊过很多次，拍戏期间在生活中也穿着消防服，只为找到角色最真实的感觉。不得不说想把一个平凡的消防员演好还是很难的，外表可以靠妆发，氛围可以靠道具，而真实的眼神和气质却最难表现，这次黄晓明演活了一个真心英雄。
3$30221757$烈火英雄$momo$2019-07-2801:20:38$6238$导演不行，浪费了这么好的题材，换成林超贤应该会拍的更好。电影一味的煽情，如同口号化的英雄宣传片，人物塑造也很脸谱化。
4$30221757$烈火英雄$活力无限栀子花$2019-07-1916:26:29$56$演员表现都不错哦！高度还原了现场，好几场戏让人落泪。张哲瀚好鲜，而我当年追的是印小天，韩丁太帅。作为上一代四大小生，黄晓明和印小天竟然同台对戏了，但是戏份不可同日而语😎杨紫演技真的好，又美啊，和偶像赵薇一样耀眼。救火如救命，谢谢那些曾经或正在奋战在前线的消防英雄们。
5$30221757$烈火英雄$桃桃林林$2019-08-0114:28:47$3611$非常勉强的三星片吧，挺遗憾的一部电影。题材是个好题材，消防员的故事也非常值得一说，如果搭配成功的类型片元素，以灾难片或英雄电影的方式来做，应该会很好看吧。可惜，导演水平实在是太……全程尬煽，还有那从头到尾铺满的配乐，反倒让这部本该成功的影片有些廉价感。包括演员的表现，也太硬了。整体，是部特别遗憾的电影。
6$30221757$烈火英雄$青菜豆腐保平安$2019-08-0100:15:06$2885$想来想去还是给了三星，就是把场景展示给大家看，你们哭吧哭吧，使劲儿哭！虽然煽情赚了大量泪水，但也仅限于此而已。
7$30221757$烈火英雄$恶魔的步调$2019-07-2721:13:01$1426$政治牺牲了，大家默哀了片刻。教主一直在转圈圈，然后挂了。灭火不讲技术活，只管大叫流淌火。配乐慢镜头比火还泛滥。两个小时的电影可以尬两辈子。
8$30221757$烈火英雄$小李201407$2019-08-0100:05:30$7$烈火奶奶
9$30221757$烈火英雄$乌鸦火堂$2019-08-0100:29:51$587$消防员科普电影，大连7.16大火为基础，黄晓明、杜江、欧豪都有真人原型。入戏极快，火场戏份效果不错，但后半段有些过犹不及，一片通红看多了眼睛难受。由于涉及真实事件，所以电影在限度内也算完成了任务，让我们真正了解火场英雄不为人知的事迹。真正加分的地方是在火场外，完全陷落的城市，不得要领不得秩序，一座荒城，拍得也是很大胆，很有灾难片的感觉。
10$30221757$烈火英雄$阿珂$2019-08-0100:16:19$1663$建议导演去看看杜琪峰20年前的电影《十万火急》，看看什么是电影，看看人家是怎么拍主旋律电影的
