$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
0$27059170$王菲：幻乐一场$流非飞$2017-06-0110:42:50$241$「不相信我的耳朵，只迷信美丽的传说」
1$27059170$王菲：幻乐一场$西乡一姐小渡边$2017-09-2113:05:35$45$开头几首歌服装、演唱水准都有所下降。
2$27059170$王菲：幻乐一场$迦南Canaan$2019-09-2021:58:10$36$2016年，当时的我乐于看见传说堕入尘埃。2019年，当我再次回首这场演唱会，却震撼到无以复加。王菲自己打破这个神话，她自己说“这泡影衰老，要去了”；她告诉我们“时间也到了，不打扰”；她告诉自己“有什么未了，大不了”在《梦》的结尾她亲手将自己打碎，她已经放下了，一切的名气和浮华都远去了，最终放不下、耿耿于怀的反而是我们这些看客罢了。这一生幻梦一场，大不了。
3$27059170$王菲：幻乐一场$Kubrick2001$2017-06-0113:29:28$277$这是空前的一次演出，我想也是绝后的。不仅是舞台上展现真实的坦诚，还是遗世独立三十年来只我一人的气势，或者说是让所有喜爱我的人都能一起看我的想法，这样的真诚无所顾忌之下，还有着不能说依然年轻但依然有味的艺术水平在上。还能说什么呢，王菲从来不说什么。
4$27059170$王菲：幻乐一场$玩大了吧$2018-07-2300:43:18$133$在豆瓣看到过10年一位楼主说过一句话，“现在的人们没有信仰，他们总喜欢挑刺”，用现在的话来说就是杠精，总喜欢逮着一丁点的错误来否定整个人，就像一位德高望重的科学家某一天突然往街上吐了一口痰，由于他的名声，他以往所有的贡献会被人们选择性忽视，因为现在总是可以挑他的刺了，中国人总喜欢干这种事
5$27059170$王菲：幻乐一场$小凯$2017-09-0101:07:18$106$不相信我的耳朵，只迷信美丽的传说。
6$27059170$王菲：幻乐一场$西奥$2017-11-0620:20:32$22$简直就是灾难级开场，这也就是王菲，换个歌手我要放弃了
7$27059170$王菲：幻乐一场$童殿$2017-06-0414:10:41$111$表白我菲!~…幻乐一场，“梦”一场!~…选歌爆炸，怎么能这么好听!!!~…人生如梦醉生梦死精疲力尽表问我为什么流泪…舞美!!!~…我菲还是那么俏皮、随性，童童也是但又不失尊重（应该是我们向你鞠躬才对啊!…“祝你好!~…”此人只应天上有!~…
8$27059170$王菲：幻乐一场$Yan$2018-02-2218:25:50$102$她的嗓子老了她有些唱不出了可是她就是她为了新模式她唱了为了歌迷她唱了为了自己她唱了歌单很符合她不为了歌好唱不为了歌听过的人多她不是神可是就是因为她总是如此随心才爱她啊最后她说不打扰了
9$27059170$王菲：幻乐一场$a.s.a.p$2018-01-3116:45:57$11$分裂童殿尘埃梦
10$27059170$王菲：幻乐一场$嘿嘿嘿$2017-07-2714:03:33$68$以前别人说王菲是从来不唱安可的我想可能是太红了性格如此后来才发现真的不适合唱安可已经在演唱会把故事讲完了唱安可反而破坏了气氛
11$27059170$王菲：幻乐一场$Q·ian·Sivan$2017-08-0516:38:25$53$——如火屑般舞動,然後失蹤,然後失蹤.
12$27059170$王菲：幻乐一场$张兮兮$2021-05-0118:25:25$1$王菲的嗓子退化得太厉害了，实在唱得不好听。因为是王菲，所以很难给差评，就打个四星吧
