$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
138$35044551$TME live 刘若英“陪你”线上演唱会$qqHHpp$2020-05-0500:01:35$0$嘚吧嘚半个小时才开始唱，然后又是忘了又是激动地重唱，小奶大姐，你真的很烦嗳。我攒下来要买内场前排的存款可能要花完了，这可怎么办呀。真的好讨厌呀！那晚我们的微信群里边听边黑了好久，哈哈哈。
139$35044551$TME live 刘若英“陪你”线上演唱会$ff$2020-04-3019:08:13$0$超级棒
140$35044551$TME live 刘若英“陪你”线上演唱会$仙踪林$2020-09-2321:31:41$0$后来无论什么时候前奏响起，必然热泪盈眶
141$35044551$TME live 刘若英“陪你”线上演唱会$世纪末烟火$2020-05-1621:57:17$0$妈妈太好听了无限循环
142$35044551$TME live 刘若英“陪你”线上演唱会$哇喔$2020-04-2623:59:03$0$状态不理想氛围也比现场差N档奶茶还是那和软软糯糯的奶茶最烦滚动里一天后来后来后来
143$35044551$TME live 刘若英“陪你”线上演唱会$我情绪零碎KAI$2020-04-2614:25:03$0$没想到看一场奶茶演唱会的心愿竟然最后是通过这样线上的形式实现，圆了“此时此刻”，下面的愿望就该是“共在此处”的亲身体验啦。奶茶于我真是很微妙的喜欢，只要她不出现，我大概率也很难在日常里想到她，但任何属于奶茶的旋律传入耳中，便会想到心底里只属于她的那个位置，那份很小时侯看着影视作品就默默开始的天然亲近的喜欢。在当前全球被疫情笼罩的特殊时期，一场演唱会的意义就如同开场前奶茶采访时乐手激动流泪般，我们有喜爱的事情，有喜爱的人，这些都足够我们存在心底的记忆里，在日后不经意的瞬间里留念回想。
144$35044551$TME live 刘若英“陪你”线上演唱会$Niko$2020-04-2820:13:44$0$用心
145$35044551$TME live 刘若英“陪你”线上演唱会$arche$2020-12-3017:13:22$0$我偶像就是坠棒的！
146$35044551$TME live 刘若英“陪你”线上演唱会$江笑千$2020-05-1223:12:55$0$安静的晚上看这个很好听，也温暖。听刘若英聊天，听她唱歌，更感觉像个和蔼的姐姐。
147$35044551$TME live 刘若英“陪你”线上演唱会$™$2021-04-1212:54:41$2$线上音乐会的典范。以前从来不知刘若英的好，看了这一场直接路转粉。
148$35044551$TME live 刘若英“陪你”线上演唱会$StillADreamer$2020-11-2920:05:05$0$找到你。
149$35044551$TME live 刘若英“陪你”线上演唱会$secert-刘鹏$2020-05-0116:16:50$0$谢谢奶茶给了我一个温暖的夜晚
150$35044551$TME live 刘若英“陪你”线上演唱会$momo$2020-06-1222:47:37$0$在腾讯视频上看的，声音很糊，一会大一会儿小。
151$35044551$TME live 刘若英“陪你”线上演唱会$不正的木登子🍊$2020-04-2610:09:26$0$我也想让我爱的人幸福啊一起唱后来被嫌弃不够响奶茶说重来好吧那再来一次
152$35044551$TME live 刘若英“陪你”线上演唱会$カブトムシ$2020-05-2013:00:18$0$听奶茶说自己膝盖不好眼睛也不好才意识到她也50岁了温暖治愈的声音也陪伴我好多年了
153$35044551$TME live 刘若英“陪你”线上演唱会$只有屁股的人$2020-04-2710:37:36$0$比较喜欢选的歌所以即使忘词走音什么的还是觉得很惊喜
154$35044551$TME live 刘若英“陪你”线上演唱会$Bulbasaur.©️$2020-05-0513:23:57$0$太暖了！太可爱了！太治愈了！真的不愧「奶茶」的名字。
155$35044551$TME live 刘若英“陪你”线上演唱会$盼盼盼盼盼$2021-02-1012:17:38$0$wfh的绝佳背景音选曲都蛮喜欢的听奶茶讲一些奇奇怪怪给人打气的话也挺好最后一曲快乐天堂看她快乐地满场找工作人员合唱看得我突然就泪崩了……
156$35044551$TME live 刘若英“陪你”线上演唱会$爱你的圆滚滚$2020-04-2909:38:50$0$看了好几遍了，太暖了
157$35044551$TME live 刘若英“陪你”线上演唱会$酒後歌唱家桑葚$2020-04-2613:34:03$0$嗓子松了状态一般但是依旧真诚满分可爱又真实当天看完直播老泪纵横
158$35044551$TME live 刘若英“陪你”线上演唱会$楚衣女子$2020-04-2908:54:05$0$在歌声里获得安慰和温馨。
159$35044551$TME live 刘若英“陪你”线上演唱会$Carolyn🌈$2022-03-0408:42:23$1$奶茶在当了妈妈后这几年的影视作品太少了，我一直觉得她在演员这条路上还能有更大的发挥空间的。虽然有些遗憾，但想到她自在地投入在凡人的生活中，也还欣慰的。
160$35044551$TME live 刘若英“陪你”线上演唱会$别叫我起床$2021-09-2315:33:38$0$唱了好多我喜欢的歌，感谢奶茶的声音，陪伴了我一个又一个夜晚。
161$35044551$TME live 刘若英“陪你”线上演唱会$异·类$2020-05-1523:06:15$0$没看到直播，但这个回放也是值得给满分的。
162$35044551$TME live 刘若英“陪你”线上演唱会$斑马先生$2020-05-0714:23:35$0$温暖而感动
163$35044551$TME live 刘若英“陪你”线上演唱会$乐事$2020-05-0300:47:25$0$我们飞行日再见！
164$35044551$TME live 刘若英“陪你”线上演唱会$Taussie$2020-08-1910:08:53$0$跟着唱《后来》，真是忍不住想要哭出来。
165$35044551$TME live 刘若英“陪你”线上演唱会$天外孤帆云外树$2020-07-2521:14:22$0$舒服温暖可爱
166$35044551$TME live 刘若英“陪你”线上演唱会$蓝爆$2020-07-1908:35:41$0$很喜欢奶茶的声音感觉看书的时候听可以让人安心对于她的“成全”多了生活的沉淀，虽然有很多自己的歌没有唱大多是翻唱别人的歌曲可是每首歌都唱出了她自己的味道介绍每首歌曲的说的话和唱歌一样好听
167$35044551$TME live 刘若英“陪你”线上演唱会$Air空气哥$2020-04-2814:00:51$0$想起了那个夏天
168$35044551$TME live 刘若英“陪你”线上演唱会$梦宇$2022-04-1603:00:45$0$成全、后来空出来的部分我有在唱最后一首快乐天堂很好听
169$35044551$TME live 刘若英“陪你”线上演唱会$Tiana$2020-05-2520:33:02$0$必须五星！刘若英是谁就不用多说了吧，这场演唱会可以用用专业、感动、经典、怀念来形容了~中间惊现《派对动物》也是让我很惊喜啊(⑉••⑉)期待葛格们这周末的线上演唱会！！！
170$35044551$TME live 刘若英“陪你”线上演唱会$微扬-石逸$2020-07-2721:57:34$0$听到了成全，听到了后来，听到了温柔的奶茶，还要啥自行车。
171$35044551$TME live 刘若英“陪你”线上演唱会$白酱2333$2020-05-0120:04:41$0$哭得我稀里哗啦
172$35044551$TME live 刘若英“陪你”线上演唱会$阿依土拉公主$2020-06-0912:56:21$0$03年就用任意门这个梗，20年了怎么还在用唉！(｡・`ω´･)
173$35044551$TME live 刘若英“陪你”线上演唱会$Y酱$2020-04-2701:38:02$0$温柔的声音
174$35044551$TME live 刘若英“陪你”线上演唱会$揚一$2020-04-3015:43:41$0$第一次看线上直播演唱会，是自己最爱的华语女歌手。场景布置、歌曲选排、团队匹配相较现场演唱会的规格只高不低，看得到的用心和付出，引来路人感动无数。最爱那首「快乐天堂」，一定要匹配这视频画面来观看，体会到音乐的强大和纯粹，看喜欢的人唱好听的歌，再难的生活也开始快乐起来了。
175$35044551$TME live 刘若英“陪你”线上演唱会$Latham$2020-04-2700:04:14$0$温暖，听她说话就很愉悦
176$35044551$TME live 刘若英“陪你”线上演唱会$momo$2020-07-1222:09:00$0$我一直都觉得我不喜欢刘若英
177$35044551$TME live 刘若英“陪你”线上演唱会$散步去$2020-04-2911:56:04$0$第一时间分享给秋老师，因为是我们的青春呐。听到了《歌颂者》也是好惊喜
178$35044551$TME live 刘若英“陪你”线上演唱会$墨雨$2020-05-1213:15:04$0$前两天哄女儿睡觉，一个小时从小白兔西游记一直唱到了周杰伦五月天梁静茹刘若英，才发现哪怕网易云标记了那么多心动歌曲，自己不自主哼出的曲调还是那些学生时代的回忆。就像奶茶的歌，没有高音没有炫技，但那些旋律就印在骨子里，触碰到特殊的部分就会哭会笑。看着她在屏幕前穿着干净的白衣，一首一首的享受喜欢的音乐，把话筒递给镜头，我们真的会跟着唱。真希望奶茶能一直温暖，一直微笑
179$35044551$TME live 刘若英“陪你”线上演唱会$￣へ￣$2020-05-0116:55:36$0$清冷又温暖。
180$35044551$TME live 刘若英“陪你”线上演唱会$Mr.LL$2020-05-0712:10:21$0$也就来来回回听了十几遍吧hhh
181$35044551$TME live 刘若英“陪你”线上演唱会$ZzzzTT$2021-07-1713:13:03$0$有时候就是需要这样的live，上了年纪的歌手，倒了嗓，气息也好，音准也好，可能都有瑕疵，但却比当年的录音室版本更具感染力和张力。最感动的肯定是两首经典作，《后来》和《成全》，尤其是《后来》我已经好多年没有刻意去听了，它是我第一首学会的流行歌。当年坐在自行车后椅上，妈妈载着我，那个晚上，我唱。那时候不过十一二岁，想象着十七岁的仲夏。当然遗憾是十七岁没有人吻我，在这首live里，我想象另外一个平行时空的我，有过刻骨铭心的“后来”。
182$35044551$TME live 刘若英“陪你”线上演唱会$BSTsang$2020-04-2922:22:35$0$谁能想到会以这样的方式看你的演唱会
183$35044551$TME live 刘若英“陪你”线上演唱会$Star$2020-05-1717:30:51$0$太棒啦
184$35044551$TME live 刘若英“陪你”线上演唱会$foreJoe$2020-04-2820:51:13$1$一个可以爱很久的爱豆什么样我的奶茶给了我答案线上演唱会多数人被后来被成全感动回忆起了青春想起了过往但这一次奶茶唱的多是别人的歌她自己喜欢的歌她人到中年更有感悟的歌那个唱着一辈子的孤单为爱痴狂很爱很爱你的都市单身代言人有了家庭有了孩子她算是本次疫情第一个开线上演唱会的台湾艺人吧在一个老戏院里墙上贴着她过去出演过的电影海报她还是喜欢那么絮絮叨叨把一些心事讲给懂的人
185$35044551$TME live 刘若英“陪你”线上演唱会$Vanity$2020-12-2300:22:50$0$直播的时候我在家，坐在床上从开始前半小时就开始期待，雀跃鼓舞，等到一开始，每一个通过网络找我各种各样事宜的人我都说有事，亲近一点的就和对方说我在哭，在听演唱会，等九点过后再聊就这样恨不得让全天下都知道我是一个听rene演唱会会哭的哭龙包hhh但其实我就是说得夸张，其实我根本没有眼泪流出来，结膜炎眼睛可干了，我只能算是在抽搐，因为么得眼泪从眼睛流出来🐶但我当时没听够的歌后来一遍又一遍的听，当时不认识的歌现在一首首全都熟悉了。我甚至还记得她的另外一首歌，遗忘的，也全部都回来了💙
186$35044551$TME live 刘若英“陪你”线上演唱会$8号宿舍244$2020-07-1020:37:08$0$奶茶真的很暖
187$35044551$TME live 刘若英“陪你”线上演唱会$柚小黄$2020-06-0916:06:21$1$相比五月天线上演唱会的电影感，奶茶更适合线上演唱会的模式，喜欢那种边聊天边唱歌的live，前面近一小时的小采访环节也是特别好的铺垫。论唱功奶茶不是最好的，论词曲奶茶也是不咋会的，偶尔还会伴随着小走音小忘词，但是她的一种特质是别的歌手所没有的，那就是——共情感。就像邻家大姐姐在家给你唱唱老友的歌，陪你聊聊天说说心事儿，聊聊儿子给他唱没有版权的派对动物…太舒服了…正版女文青带着我回忆青春，属于你，也属于我的那个青春…
188$35044551$TME live 刘若英“陪你”线上演唱会$浮生若欢$2020-04-2821:58:23$0$很治愈
189$35044551$TME live 刘若英“陪你”线上演唱会$∅$2020-04-3022:54:25$0$太好哭了奶茶真的好温柔。“人生真的没有那么难”。心的皱褶被温柔抚平。
190$35044551$TME live 刘若英“陪你”线上演唱会$LoveinaPuff$2020-05-0112:48:33$0$那是个周五晚上，还有工作。一边开着电脑干活，一边手机里放着这场直播。时而跟着哼唱，时而暂停敲键盘认真听她讲话。本以为是个bgm而已，没想到中间泪盈框了好几次，到最后直接哭的那么大声。“初听不识曲中意，再听已是曲中人”时代在变，有音乐记录的时光没变，某些旋律一响起她一张口，真的还是学生年代的夏天，而若干年后，那一晚也会成为新的回忆。#Becured#LovelyFridayNight💛
191$35044551$TME live 刘若英“陪你”线上演唱会$小肥鸟$2020-07-1206:20:37$0$为你付出了青春那么多年，最后换回一句谢谢你的成全。成全了你的潇洒与冒险，成全了我的碧海蓝天~
192$35044551$TME live 刘若英“陪你”线上演唱会$小可乐不喝可乐$2020-07-1600:11:55$0$娓娓道来，余音绕梁。
193$35044551$TME live 刘若英“陪你”线上演唱会$𐂂$2020-07-1114:33:36$0$有些人一旦错过就不在那天，流量狗真的伤不起，太卡了
194$35044551$TME live 刘若英“陪你”线上演唱会$37.5度懒$2020-05-0512:30:38$0$看了个尾巴
195$35044551$TME live 刘若英“陪你”线上演唱会$明空不是照$2022-02-1020:57:25$0$她好好好好好好温柔！！！！
196$35044551$TME live 刘若英“陪你”线上演唱会$张学泰斗吴小狗$2020-05-1100:54:09$0$奶茶原来这么可爱的吗，声音好温柔。好喜欢《快乐天堂》那一趴的设计，那个做混音还是谁的帅哥唱歌太好听了吧！前面的采访也可可爱爱我放倍速被他们笑死。希望我担也有这样的live可能吗可能吗可能吗😭可能不可能
197$35044551$TME live 刘若英“陪你”线上演唱会$YaNagiR$2020-06-0219:14:42$0$她在我心里永远最温柔
198$35044551$TME live 刘若英“陪你”线上演唱会$Vividmo_$2020-05-0519:20:35$0$55555太温暖了
199$35044551$TME live 刘若英“陪你”线上演唱会$人间烟火$2020-06-0200:49:44$0$陪你的主题，每一首歌都有温度，都可以陪伴我，有奶茶的温度，度过很多个孤独的时刻，舞台下的幕后工作人员非常的用心，在这个特殊的线上音乐会，他们的辛苦可能又变多了，奶茶也用特别的方式记录了他们，记录了这些传递给我们的温暖时刻。
200$35044551$TME live 刘若英“陪你”线上演唱会$救赎1900$2020-05-0513:08:06$0$温暖治愈
201$35044551$TME live 刘若英“陪你”线上演唱会$雪$2021-09-0507:59:26$0$感动
202$35044551$TME live 刘若英“陪你”线上演唱会$淘淘0223$2021-01-2114:47:40$0$依旧很温暖的声音，现场直播瑕疵多一些。喜欢稍微唠嗑少一点点的。
203$35044551$TME live 刘若英“陪你”线上演唱会$霓$2020-04-3019:45:08$0$相音我唯一没有听过现场的就是奶茶了，当天以这样的方式相见好温暖～纵使这世界再糟，幸好我们还可以借由音乐遥想彼此。歌单选了白安的《妈妈》好惊喜，而《ShallWeTalk》是意外收获，奶茶娓娓道来的声线赋予了这首歌更多的女性光辉。必应做的演唱会真的极具人文品质，新竹的内湾大剧院也超有味道。最后为一曲《快乐天堂》感动落泪，隔着屏幕，人与人的距离也可以这样近，真好。
204$35044551$TME live 刘若英“陪你”线上演唱会$elvuelo$2020-04-2821:10:10$0$即使隔着屏幕你也能感受到她的真情实意，每一首歌无论是翻唱别人的还是自己的(她自己的歌只唱了两首)都选得那么动人，连突然感性的失控都是温暖的，真是给这个浮躁的流量时代好好上了一课！
205$35044551$TME live 刘若英“陪你”线上演唱会$心中不下雪$2020-04-2909:48:22$0$你都如何回忆我
206$35044551$TME live 刘若英“陪你”线上演唱会$凌紫枫$2020-07-1422:41:48$0$奶茶是一如继往的温柔，听她唱歌让人好安心
207$35044551$TME live 刘若英“陪你”线上演唱会$coral5533$2020-05-0618:39:19$0$喜欢两首歌《妈妈》、《快乐天堂》～
208$35044551$TME live 刘若英“陪你”线上演唱会$信仰$2020-12-2513:08:39$0$乖乖…超级可爱呀，当我还是个懵懂的小孩就听你唱，现在已经是6岁小孩父亲，听起来更有感觉。
209$35044551$TME live 刘若英“陪你”线上演唱会$_____月满西楼$2020-06-0923:28:32$0$呜呜呜奶茶好可爱
210$35044551$TME live 刘若英“陪你”线上演唱会$狭路相逢$2020-05-0122:56:59$0$她一开口就会泪崩
211$35044551$TME live 刘若英“陪你”线上演唱会$冉$2020-09-2210:39:04$0$好看
212$35044551$TME live 刘若英“陪你”线上演唱会$慕容公子$2020-05-0923:50:09$0$刘若英真是温润如玉啊，连NG时都那么可爱🤣
213$35044551$TME live 刘若英“陪你”线上演唱会$开心的小开心$2020-10-2522:36:52$0$哭死哭死哭死
214$35044551$TME live 刘若英“陪你”线上演唱会$Nice$2020-05-0117:50:56$0$听着歌傻笑
215$35044551$TME live 刘若英“陪你”线上演唱会$Juner$2020-04-2618:30:01$0$面对面听着她唱些成为了一名妈妈以后的心事，好像和奶茶在生命中也有了一个短暂的交集。但这样也不错，一期一会，等再次见面，我希望把自己谱成一首你所喜欢的那种满怀故事的情歌，给你听。
216$35044551$TME live 刘若英“陪你”线上演唱会$谷白$2020-04-3022:30:30$1$有幸看了线上演唱会，奶茶的声音太温暖，太治愈了。《后来》这首歌歌太耳熟能详了，跟着一起唱。想起了17年末还是18年末，她结束自己巡回演唱会，全场合唱《后来》这首歌，她哭的泣不成声，我也感动的一塌糊涂。如果有条件和机会的话，我愿意去现场听一次她的演唱会。
217$35044551$TME live 刘若英“陪你”线上演唱会$手心刻畫$2020-04-2613:41:05$0$年少有奶茶
218$35044551$TME live 刘若英“陪你”线上演唱会$canvas$2020-06-0822:33:29$0$恰好需要治愈
219$35044551$TME live 刘若英“陪你”线上演唱会$Carry$2020-04-2822:04:14$0$那晚都看哭了😭好治愈
220$35044551$TME live 刘若英“陪你”线上演唱会$高兴很久$2020-04-2707:34:23$0$选歌就已经5星了
221$35044551$TME live 刘若英“陪你”线上演唱会$东嗯嗯$2020-07-1111:10:42$0$只要在北京开演唱会都是必看的
222$35044551$TME live 刘若英“陪你”线上演唱会$Raphael$2020-04-3020:18:29$0$虽然只唱了自己的两首歌，但每首选歌都能感受到奶茶的用意和用心。
223$35044551$TME live 刘若英“陪你”线上演唱会$气泡水$2020-12-3100:33:25$0$这场超用心超好看啊！选曲编曲，承接脚本，运镜造型都太舒服了！今年的线上top
224$35044551$TME live 刘若英“陪你”线上演唱会$桐木山月亮$2021-10-3122:29:24$0$新版本的这个世界😭😭😭
225$35044551$TME live 刘若英“陪你”线上演唱会$我不是志安$2022-03-2713:23:11$0$5星
226$35044551$TME live 刘若英“陪你”线上演唱会$DICK$2020-04-2820:55:03$0$多年老粉还是能看得哭出来～也不知道该夸老刘努力营业还是夸自己初心未泯。
227$35044551$TME live 刘若英“陪你”线上演唱会$在热河路谈恋爱$2021-02-2101:24:23$1$太真诚太舒服了，去年疫情期间看的直播，后来看了好多遍重播。好羡慕四五十岁的奶茶有这么好的状态
228$35044551$TME live 刘若英“陪你”线上演唱会$MelodyChan$2020-04-2617:49:09$0$听完内心就是一阵温暖与力量
229$35044551$TME live 刘若英“陪你”线上演唱会$懒得跟你说$2020-04-3019:12:55$0$期待「飞行日」与你相见
230$35044551$TME live 刘若英“陪你”线上演唱会$Sue$2020-07-1511:49:51$0$“再来一遍，你们唱得不够大声”真，刘若英你戏好多。真好，还可以保持这样的心。有些歌是不能跟着唱的，会哽咽到唱不出来。喜欢这样娓娓道来的叙事，喜欢这样平平静静的听歌。
231$35044551$TME live 刘若英“陪你”线上演唱会$桃子西米小汤圆$2020-05-2312:05:52$0$声音的温度
232$35044551$TME live 刘若英“陪你”线上演唱会$布不$2020-04-2821:52:01$0$那天晚上准时守候直播，那晚选择的地点很有味道，戏院，有很多旧电影海报，也有奶茶的。那晚选择的每一首歌都好触动人心，虽然没有观众，但是依旧那么温馨感人！
233$35044551$TME live 刘若英“陪你”线上演唱会$vincyyy$2020-06-1208:18:33$0$真的是从头看到尾，虽然唱的歌很多不是奶茶妹妹自己的歌，但挑选的一些歌还是很不错的哟
234$35044551$TME live 刘若英“陪你”线上演唱会$草食夫$2020-05-0117:47:17$0$看这场打扫卫生一点都不觉得累
235$35044551$TME live 刘若英“陪你”线上演唱会$Jun$2021-01-0121:44:07$1$还记得4月份看这场线上演唱会时收获的感动。妈妈，这个世界，shallwetalk这三首贯穿了我的整个大半个2020，特别喜欢。
236$35044551$TME live 刘若英“陪你”线上演唱会$August$2020-05-1018:45:31$0$温柔的奶茶
237$35044551$TME live 刘若英“陪你”线上演唱会$纸袋$2022-11-2420:14:17$0$超级温暖！收获《妈妈》《快乐天堂》《陪着你》等诸多好歌声
238$35044551$TME live 刘若英“陪你”线上演唱会$kitten$2020-07-1519:08:29$0$喜欢奶茶的碎碎念，还有数着她说的好多句“然后”～
239$35044551$TME live 刘若英“陪你”线上演唱会$吃包子吗$2020-07-1209:48:41$0$奶茶的声音温温柔柔，歌声像在安慰心灵
240$35044551$TME live 刘若英“陪你”线上演唱会$霉霉没霉$2021-01-1121:22:43$0$整场演出基本上就是:哭了哭了笑了哭了
241$35044551$TME live 刘若英“陪你”线上演唱会$浅蓝$2020-04-2718:21:44$0$依然会很感动红了眼眶
242$35044551$TME live 刘若英“陪你”线上演唱会$Pycho$2021-02-1502:13:25$0$十九年的偶像，真诚如初，温暖如初，爱你如初。
243$35044551$TME live 刘若英“陪你”线上演唱会$SapphyHu$2021-08-1103:28:32$0$出发真是一首好歌啊
244$35044551$TME live 刘若英“陪你”线上演唱会$𝙅II$2022-06-0716:19:30$0$温暖舒服开场就是《陪着你》太对味了@2020-06-0714:34:46
245$35044551$TME live 刘若英“陪你”线上演唱会$阿娜$2020-07-1400:30:34$0$不错
246$35044551$TME live 刘若英“陪你”线上演唱会$阳光🕶$2021-01-1916:02:24$0$好感动的演唱会
247$35044551$TME live 刘若英“陪你”线上演唱会$卡比利亚$2021-11-2623:07:56$0$比较喜欢选的歌所以即使忘词走音什么的还是觉得很惊喜@2020-04-2710:37:36
248$35044551$TME live 刘若英“陪你”线上演唱会$干戚$2020-06-0704:43:12$0$从五月天听过来这里更日常居家自然更贴近生活也更能跟着说说笑笑一些
249$35044551$TME live 刘若英“陪你”线上演唱会$snail$2020-05-0816:50:06$0$没有爱错奶茶～但也只有成全、后来、漂洋过海来看你，能听得心潮澎湃
250$35044551$TME live 刘若英“陪你”线上演唱会$戴花白发$2020-05-1620:23:53$0$喜欢刘若英，强推啊！为什么除了她的歌，我更喜欢看她娓娓道来地对着屏幕聊天呢。
251$35044551$TME live 刘若英“陪你”线上演唱会$安然$2020-06-2822:14:31$0$虽然现在才知道，正在看，依然很感动就像和老朋友的一次约会谢谢奶茶带来的感动
252$35044551$TME live 刘若英“陪你”线上演唱会$.............$2022-03-1914:50:25$0$直播那天心情很烦躁，没办法静下心来去听。过了很久，有一天在上班的路上突然听到了音乐软件里的录音版本，感动到想哭，循环整张演唱会专辑很久很久。突然又爱上了我小学的时候喜欢的那个奶茶。她好像变了，变成了一个妈妈，她好像又没变，还是静静地唱给我们听，在某个不预期的时刻温暖了我。
