$movie_id$movie_title$comment_user$comment_time$comment_vote$comment_text
551$25845392$长津湖$暴暴 蓝$2021-10-01 17:09:30$47$于我而言，期待值拉满之后，整个过程都超出我的预期，群戏，个体，都赞爆！中国大制作，还会越来越好的！慢慢来嘛！急个O啊！挑那么多刺的都特么站着说话不腰疼！
552$25845392$长津湖$韩夏$2021-10-06 09:15:53$5$黄轩有点帅，可能是看我和我的父辈的滤镜吧，一个写诗的男人。我是不是老了，我已经用男人女人来区分这些愚蠢的地球人了
553$25845392$长津湖$归矣$2021-10-01 00:53:39$129$易烊千玺
554$25845392$长津湖$Heart$2021-10-27 03:13:20$5$说教感重了些…总感觉怪怪的
555$25845392$长津湖$小叶小叶$2021-10-02 00:07:25$80$缅怀抗美援朝战争英烈!
556$25845392$长津湖$深夜的阿斯伯格$2021-10-04 15:34:23$1$弟弟像是从小红花片场过来的一样。几乎看不到任何战争实质的反思表达，纯为献而献
557$25845392$长津湖$一贫$2021-10-04 00:00:09$1$"本来是没什么兴趣的，但看了《功勋》第一单元李延年，突然发现好久没看国内这些战争片了，刚好这个也是抗美援朝的，所以就来看了。
而且这两天也看了些评价，因此完全没啥期待，所以整体感觉还挺不错，三个小时竟然不觉得长，基本没啥尿点。不过中间的村庄遭遇战比后面的主战场好太多了。
当然也不是没有槽点，比如某人间锦鲤。。。虽然知道想表达战士的成长，但是这个样子真的好吗。。。每次他出场眼睛都想翻到天上去了。🙄"
558$25845392$长津湖$见龙$2021-10-02 23:39:20$29$没有想象好，想要涵盖太多，重点不突出。
559$25845392$长津湖$秀美$2021-10-15 16:29:26$1$韩东君好帅啊～易烊千玺戏请继续宽下去～另外不用拍那么长其实
560$25845392$长津湖$盲忙$2021-09-30 18:46:48$5$两场战役中更喜欢第一场，几乎是零距离展示了战争的残酷，紧张到不能呼吸，给人一种身临其境之感，特别是易烊千玺第一次杀敌那场戏，看到了一个人在一瞬间的成长。写得最好、演得也最好的是胡军这个角色，把一个人的智慧，淳朴，幽默，勇敢，甚至是出于本能的害怕，都刻画得非常立体。感触最深的台词出自韩东君：“希望下一代生活在一个没有硝烟的年代。”我想无论展示了多少战争的残酷，志愿军的英勇，这部电影最终的指向还是像这句台词一样——世界和平吧。
561$25845392$长津湖$Vermouth$2021-10-22 16:48:52$46$岸英太让人心疼了
562$25845392$长津湖$阿西$2021-10-03 09:09:03$29$第一场正面对战非常好看，紧张刺激，除了满场跑也不会被打到的男主光环有点出戏，第二幕反攻的长津湖之战走人海战，精彩程度不如第一幕，雷公人物角色圆满了，抗美援朝是中国打的很困难的一战，美方装备精良，而中国每个充满必胜决心的战士们不怕死不怕难创造了奇迹啊。
563$25845392$长津湖$路人丁$2021-10-03 20:52:34$11$"问:谁是最可爱的人。
答:中国人民志愿军！
"
564$25845392$长津湖$奶牛糊了$2021-09-30 17:36:07$64$看之前觉得会哭，看完觉得影片度把握的很好，没有刻意的煽情。荡气回肠，气势磅礴。基本上近2个小时的镜头交给了战争场面，音效很赞。但穿插着人物性格描写部分还是透着兰晓龙独特的军痞风~群像之下，写的最好的人物是胡军那个人物，有血有肉（啊！胡军演的太好了！）。四字弟弟完成一个85分的表演，害怕的时候我相信他真害怕了，但坚毅的时候我从他眼里看到了执念，未来可期。
565$25845392$长津湖$emperorK$2021-10-04 09:34:45$21$场面是很大没错，但是故事又到了啥都想要然后啥都抓不住的程度。毛岸英本身的故事已经足够动人，但是创作者不能约定俗成觉得观众都能直接get他的故事线而不用铺陈作为第三幕高潮前的动力。横向比，不如乘风的故事来的踏实。
566$25845392$长津湖$L.C.$2021-10-24 15:30:46$70$看完理解了为什么票房那么高，评价却相对一般。感动的地方是真感动，特效和视觉也真的超乎想象，但故事的不完整使整个电影教育意味更浓而更不像一部电影。我想知道后来这些人的归属怎么样了，伍家兄弟有没有盖上房子，他们成为了什么样的人？雷公被埋在了哪，每年被谁祭奠？囡囡的数学变好了吗？他们有没有回家，他们后来过的幸福吗？……但都没有交代，哪怕是杜撰也没有，所以这不是个完整的故事。
567$25845392$长津湖$草木秋山$2021-10-16 18:56:12$6$"很意外，没想到电影有一个如此抓我的点，就是易烊千玺和吴京的兄弟纽带。它包含了传统中国家庭里常见的、朴实的情感。有小的对大的的追随崇拜，也有大的对小的的戏耍，时刻保护和带来的人情世故。归功于演员的演技，从眼神里，你就能感觉到这是一对很真实的兄弟。我没有这样的哥哥，但可能正是因为没有，所以实在很戳中我。

另外吴京出场里在家里对长辈的那一跪，那整段戏都很好。像一个历尽沧桑，成长归来的孩子，情感赤裸的跪在父母面前。我回来了。这给我的后面的观影带来了一种感觉，就是所有的这些兵，包括那些被冻住的烈士们，都是人家的孩子啊。

主旋律的痕迹还是很重，影响感受。你要想让别人产生某些想法，最聪明的方法就是让他们觉得这是自己想出来的，而不是被教的。这也是好莱坞战争片文化输出的高明之处，虽然我并不喜欢这种手法。"
568$25845392$长津湖$老陈旧事$2021-10-03 16:54:31$13$我觉得其实看大场面还行 但是割裂感好强 我觉得前面那种快乐过后要悲凉比后面摁头好哭多了 胡军是真的nb 不愧是内娱第一总攻 演憨爹也演的好好 呜呜 看完想开盘立刻买两手军工股支持一下我国军工机械化 真是要有拳头才有话语权
569$25845392$长津湖$赞美太阳🌞$2022-01-14 06:02:24$3$好看吗？好看；过瘾吗？过瘾；想看吗？不想…
570$25845392$长津湖$花落花开自有时$2021-10-18 14:38:57$4$我对抗美援朝这段历史了解得不多，对电影所呈现出来的战争的艰苦和中美两方的差距还是非常震惊的。感谢所有先辈们的牺牲。
571$25845392$长津湖$蓝格子$2021-10-08 09:22:12$2$如果历史是把人变成数字的记载，那么故事就是把数字还原成人的叙述。
572$25845392$长津湖$又$2021-10-05 01:27:59$6$   把我们的血肉，铸成我们新的长城！
573$25845392$长津湖$楚祐年$2021-10-01 12:33:44$90$第一次在电影院看战争片，感受到的只有震撼！也再一次感受到了志愿军拼死战斗的伟大！
574$25845392$长津湖$Strelizeia$2021-10-10 17:30:39$1$除了给弟弟太多不合适的镜头（偷溜打战不思议死不了）、指导员有点假的咬着手榴弹开车冲啊冲、为了回去拿大地图（不是要否认但实在演得太刻意）之外，从大场景到小个人，印象最深的场景有美国军队仰拍的那种气焰，军民着急太冷要“扔棉服”，车厢里七连轮着喊名字（镜头切换不算特写配合着声音特别泪崩），仰躺着准备和敌机拼命（尤其是他们居然对着尸体比赛射击），老雷的按兵不动数数到明晃晃的围剿，到最后死前的特化与不成调的歌声，看到了最末林超贤团队明白了大场面的由来。有些台词略有刻意，但可以接受，时刻牢记着今天的幸福是曾经真的有人前赴后继（虽然今时今日真心腿软），这种年代造就的敢死，深深让人敬佩。
575$25845392$长津湖$影视爱好者$2021-10-09 10:50:59$12$志愿军条件太艰苦了，非战斗减员太严重，
576$25845392$长津湖$Enjoy_時光機。$2021-11-08 22:46:02$2$等到单位组织，才有时间看。看完更加懂得“冒着敌人的炮火，前进”这句歌词的意义。外国人整体演技拉垮，但胡军值得一个最佳男配！2021.11.08
577$25845392$长津湖$卧@云$2021-10-01 08:33:39$135$精彩好看，致敬志愿军。
578$25845392$长津湖$魍衡$2021-10-01 16:01:34$39$很喜欢里面的一句话：打得一拳开，免得百拳来，面对当时世界上最强大的国家，我们不得不打，而这种胜利是用几十万将士的生命换来的，尤其看到志愿军战士被冻成一个个冰雕，心里感慨很多，珍惜和平，感谢先烈们的付出。
579$25845392$长津湖$Romsuer$2021-10-01 12:31:10$75$抗美援朝 保家卫国🇨🇳
580$25845392$长津湖$４％$2021-11-17 10:18:02$3$节奏有问题，看了半天以为到高潮了，却戛然而止……
581$25845392$长津湖$青春版章鱼同盟$2021-10-02 15:01:51$9$纪念电影，3小时过长了，本身的纪念要求让剧情被刻意地拉长，使情节散了很多。其实严格意义上来说，与主要情节相关的就只有两场战役，中间塞入的很多其他情节反而是为了让观众产生共鸣的，略矛盾。本身并不会不好看，战争的质感还是很不错。
582$25845392$长津湖$欣月小茨$2021-11-15 12:54:22$8$三星半。有点耽误了这个好题材。但既然是任务，Emmm也是不容易了吧
583$25845392$长津湖$茕茕之鹿$2021-10-01 15:12:59$46$"《长津湖》 是真的好看。
  不仅仅是一个叙事电影，里面的人物都是鲜活的，一哭一笑的看完长津湖，节奏轻快又不压抑，战争宏大又不空洞，情感真实且细腻。
  战争场面拍的太真实了，零下40多度的冰天雪地，兄弟间的细腻情感，战士对祖国这份土地的爱，甚至还拍出了毛岸英之死。我记得之前关于毛岸英牺牲的细节，其他影视剧里都是含糊带过的，而这些都是真实发生过的，我们今天看到的，是几十年前的他们经历的，心里就有种说不出的感谢。
  感谢《长津湖》将这段历史这样好的呈现在我们面前。
  感谢人民子弟兵带来的现在这样安宁的生活。
《长津湖》绝对值得你的高期待，这段历史被这样娓娓道来，对任何人来说都是值得被珍惜的。
  无数个千里万里换来的今天，我们应该好好珍惜。
  “千里万里赴战场，如今山河已无恙”。"
584$25845392$长津湖$权舆$2021-09-26 21:22:01$336$25号看的，哭惨了，场面惊艳，已经买了国庆二刷的票
585$25845392$长津湖$第27章$2021-10-20 21:12:12$0$党委组织一起看的。“这一仗我们不打，就是我们的下一代打。”致敬抗美援朝的英雄们。
586$25845392$长津湖$懒羊羊$2021-10-02 04:35:10$70$感谢中国让我们生在和平年代🇨🇳
587$25845392$长津湖$草原上的咩咩羊$2022-05-09 22:58:11$0$这仗我们这代人不打就得下一代人打……都是血肉之躯啊，小时候不懂为什么是最可爱的人，时间不应被遗忘。
588$25845392$长津湖$天涯小龙哥$2022-01-19 10:50:15$2$时长真的是太长了，故事有点弱了，没拍好
589$25845392$长津湖$言拾伍的书桌$2021-10-05 20:24:33$8$打一战是为了后续打更多的战争，信仰真的是无敌的。
590$25845392$长津湖$晚晚$2021-10-05 23:08:47$10$值得票价的良心电影，就是电影院冷气太足片子太长，一度十分渴望毛毯和大床
591$25845392$长津湖$Ariel$2021-10-03 16:53:18$26$国庆档强推，雷公牺牲自己的那段真的太催泪了，旁边小伙伴爆哭现场，场面极度震撼，我的爱国之心又一次燃起了熊熊烈火
592$25845392$长津湖$陶嘉月668$2021-10-02 22:53:57$26$我以后吃饭一定吃的干干净净！
593$25845392$长津湖$我爱学习$2021-10-23 12:45:40$2$国庆电影院约起啊！！
594$25845392$长津湖$持人的摄影机$2021-10-04 00:23:18$2$朝鲜战争长津湖战役的故事。叙事很拖沓/冗余而且越往后观感越乏力、角色塑造扁平无趣、很多（大场面）CG做得太假像游戏画面。不过各种爆炸的效果做的还挺带感，一些风景空镜头拍的也还不错还算美（尽管被垃圾特效拖累）。
595$25845392$长津湖$。$2021-10-03 11:26:25$41$给人的震撼非常大。以及认识到战争的残酷无情和对苦难的生活也能苦中作乐的充满信仰的活下去。
596$25845392$长津湖$se7ven$2021-10-29 01:37:00$28$只能说还好是团建去的：1.这真的是2021年的国产大片特效水平吗？还不如20年前的珍珠港；2.也不知哪个天才想出来的三位导演合拍，各自为战，完全看不出重点在哪；3.欧豪的后台是有多硬，本来电影就很长了，还为了他加了段跟主角毫无关系的戏。
